indice_tiempo;pais_origen;turistas;precio_promedio_usd;precio_minimo_usd;precio_maximo_usd;dias;variacion_usd_mensual;variacion_porcentual_usd;usd_alto;usd_alta_variabilidad;interes_google_promedio;interes_alto;año;mes;es_enero;es_febrero;es_marzo;es_abril;es_mayo;es_junio;es_julio;es_agosto;es_septiembre;es_octubre;es_noviembre;es_diciembre;mes_vendimia;vacaciones_invierno;temporada_alta
2014-01;Brasil;654;7.1;6.0;8.0;31;2.0;33.33;0;0;68.0;0;2014;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2014-01;Chile;1046;7.1;6.0;8.0;31;2.0;33.33;0;0;68.0;0;2014;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2014-01;Ee.Uu, Canadá Y México;1211;7.1;6.0;8.0;31;2.0;33.33;0;0;68.0;0;2014;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2014-01;Europa Y Resto Del Mundo;719;7.1;6.0;8.0;31;2.0;33.33;0;0;68.0;0;2014;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2014-01;Resto De América;763;7.1;6.0;8.0;31;2.0;33.33;0;0;68.0;0;2014;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2014-01;Resto Del Mundo;2135;7.1;6.0;8.0;31;2.0;33.33;0;0;68.0;0;2014;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2014-01;Uruguay;14122;7.1;6.0;8.0;31;2.0;33.33;0;0;68.0;0;2014;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2014-02;Bolivia;4506;8.0;8.0;8.0;28;0.0;0.0;0;0;73.0;0;2014;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1
2014-02;Brasil;33075;8.0;8.0;8.0;28;0.0;0.0;0;0;73.0;0;2014;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1
2014-02;Chile;18110;8.0;8.0;8.0;28;0.0;0.0;0;0;73.0;0;2014;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1
2014-02;Ee.Uu Y Canadá;22854;8.0;8.0;8.0;28;0.0;0.0;0;0;73.0;0;2014;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1
2014-02;Ee.Uu, Canadá Y México;1211;8.0;8.0;8.0;28;0.0;0.0;0;0;73.0;0;2014;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1
2014-02;Europa;49916;8.0;8.0;8.0;28;0.0;0.0;0;0;73.0;0;2014;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1
2014-02;Europa Y Resto Del Mundo;719;8.0;8.0;8.0;28;0.0;0.0;0;0;73.0;0;2014;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1
2014-02;Paraguay;4409;8.0;8.0;8.0;28;0.0;0.0;0;0;73.0;0;2014;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1
2014-02;Resto América;24624;8.0;8.0;8.0;28;0.0;0.0;0;0;73.0;0;2014;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1
2014-02;Resto De América;763;8.0;8.0;8.0;28;0.0;0.0;0;0;73.0;0;2014;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1
2014-02;Resto Del Mundo;16292;8.0;8.0;8.0;28;0.0;0.0;0;0;73.0;0;2014;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1
2014-02;Uruguay;17667;8.0;8.0;8.0;28;0.0;0.0;0;0;73.0;0;2014;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1
2014-03;Bolivia;6994;8.0;8.0;8.0;31;0.0;0.0;0;0;67.0;0;2014;3;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1
2014-03;Brasil;54954;8.0;8.0;8.0;31;0.0;0.0;0;0;67.0;0;2014;3;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1
2014-03;Chile;19620;8.0;8.0;8.0;31;0.0;0.0;0;0;67.0;0;2014;3;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1
2014-03;Ee.Uu Y Canadá;28022;8.0;8.0;8.0;31;0.0;0.0;0;0;67.0;0;2014;3;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1
2014-03;Ee.Uu, Canadá Y México;1211;8.0;8.0;8.0;31;0.0;0.0;0;0;67.0;0;2014;3;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1
2014-03;Europa;53346;8.0;8.0;8.0;31;0.0;0.0;0;0;67.0;0;2014;3;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1
2014-03;Europa Y Resto Del Mundo;719;8.0;8.0;8.0;31;0.0;0.0;0;0;67.0;0;2014;3;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1
2014-03;Paraguay;5523;8.0;8.0;8.0;31;0.0;0.0;0;0;67.0;0;2014;3;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1
2014-03;Resto América;24520;8.0;8.0;8.0;31;0.0;0.0;0;0;67.0;0;2014;3;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1
2014-03;Resto De América;763;8.0;8.0;8.0;31;0.0;0.0;0;0;67.0;0;2014;3;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1
2014-03;Resto Del Mundo;12664;8.0;8.0;8.0;31;0.0;0.0;0;0;67.0;0;2014;3;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1
2014-03;Uruguay;18762;8.0;8.0;8.0;31;0.0;0.0;0;0;67.0;0;2014;3;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1
2014-04;Bolivia;6237;8.0;8.0;8.0;30;0.0;0.0;0;0;59.0;0;2014;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2014-04;Brasil;59090;8.0;8.0;8.0;30;0.0;0.0;0;0;59.0;0;2014;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2014-04;Chile;18400;8.0;8.0;8.0;30;0.0;0.0;0;0;59.0;0;2014;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2014-04;Ee.Uu Y Canadá;19089;8.0;8.0;8.0;30;0.0;0.0;0;0;59.0;0;2014;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2014-04;Ee.Uu, Canadá Y México;877;8.0;8.0;8.0;30;0.0;0.0;0;0;59.0;0;2014;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2014-04;Europa;42747;8.0;8.0;8.0;30;0.0;0.0;0;0;59.0;0;2014;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2014-04;Europa Y Resto Del Mundo;510;8.0;8.0;8.0;30;0.0;0.0;0;0;59.0;0;2014;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2014-04;Paraguay;6299;8.0;8.0;8.0;30;0.0;0.0;0;0;59.0;0;2014;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2014-04;Resto América;28736;8.0;8.0;8.0;30;0.0;0.0;0;0;59.0;0;2014;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2014-04;Resto De América;842;8.0;8.0;8.0;30;0.0;0.0;0;0;59.0;0;2014;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2014-04;Resto Del Mundo;11541;8.0;8.0;8.0;30;0.0;0.0;0;0;59.0;0;2014;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2014-04;Uruguay;32031;8.0;8.0;8.0;30;0.0;0.0;0;0;59.0;0;2014;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2014-05;Bolivia;4351;8.0;8.0;8.0;31;0.0;0.0;0;0;60.0;0;2014;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2014-05;Brasil;60652;8.0;8.0;8.0;31;0.0;0.0;0;0;60.0;0;2014;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2014-05;Chile;22014;8.0;8.0;8.0;31;0.0;0.0;0;0;60.0;0;2014;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2014-05;Ee.Uu Y Canadá;16969;8.0;8.0;8.0;31;0.0;0.0;0;0;60.0;0;2014;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2014-05;Ee.Uu, Canadá Y México;877;8.0;8.0;8.0;31;0.0;0.0;0;0;60.0;0;2014;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2014-05;Europa;32965;8.0;8.0;8.0;31;0.0;0.0;0;0;60.0;0;2014;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2014-05;Europa Y Resto Del Mundo;510;8.0;8.0;8.0;31;0.0;0.0;0;0;60.0;0;2014;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2014-05;Paraguay;6829;8.0;8.0;8.0;31;0.0;0.0;0;0;60.0;0;2014;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2014-05;Resto América;29098;8.0;8.0;8.0;31;0.0;0.0;0;0;60.0;0;2014;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2014-05;Resto De América;842;8.0;8.0;8.0;31;0.0;0.0;0;0;60.0;0;2014;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2014-05;Resto Del Mundo;11300;8.0;8.0;8.0;31;0.0;0.0;0;0;60.0;0;2014;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2014-05;Uruguay;31113;8.0;8.0;8.0;31;0.0;0.0;0;0;60.0;0;2014;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2014-06;Bolivia;4929;8.0;8.0;8.0;30;0.0;0.0;0;0;58.0;0;2014;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2014-06;Brasil;57325;8.0;8.0;8.0;30;0.0;0.0;0;0;58.0;0;2014;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2014-06;Chile;18211;8.0;8.0;8.0;30;0.0;0.0;0;0;58.0;0;2014;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2014-06;Ee.Uu Y Canadá;16627;8.0;8.0;8.0;30;0.0;0.0;0;0;58.0;0;2014;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2014-06;Ee.Uu, Canadá Y México;877;8.0;8.0;8.0;30;0.0;0.0;0;0;58.0;0;2014;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2014-06;Europa;26889;8.0;8.0;8.0;30;0.0;0.0;0;0;58.0;0;2014;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2014-06;Europa Y Resto Del Mundo;510;8.0;8.0;8.0;30;0.0;0.0;0;0;58.0;0;2014;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2014-06;Paraguay;5118;8.0;8.0;8.0;30;0.0;0.0;0;0;58.0;0;2014;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2014-06;Resto América;29256;8.0;8.0;8.0;30;0.0;0.0;0;0;58.0;0;2014;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2014-06;Resto De América;842;8.0;8.0;8.0;30;0.0;0.0;0;0;58.0;0;2014;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2014-06;Resto Del Mundo;10685;8.0;8.0;8.0;30;0.0;0.0;0;0;58.0;0;2014;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2014-06;Uruguay;31001;8.0;8.0;8.0;30;0.0;0.0;0;0;58.0;0;2014;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2014-07;Bolivia;6030;8.0;8.0;8.0;31;0.0;0.0;0;0;62.0;0;2014;7;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
2014-07;Brasil;78308;8.0;8.0;8.0;31;0.0;0.0;0;0;62.0;0;2014;7;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
2014-07;Chile;22370;8.0;8.0;8.0;31;0.0;0.0;0;0;62.0;0;2014;7;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
2014-07;Ee.Uu Y Canadá;17577;8.0;8.0;8.0;31;0.0;0.0;0;0;62.0;0;2014;7;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
2014-07;Ee.Uu, Canadá Y México;985;8.0;8.0;8.0;31;0.0;0.0;0;0;62.0;0;2014;7;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
2014-07;Europa;26343;8.0;8.0;8.0;31;0.0;0.0;0;0;62.0;0;2014;7;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
2014-07;Europa Y Resto Del Mundo;536;8.0;8.0;8.0;31;0.0;0.0;0;0;62.0;0;2014;7;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
2014-07;Paraguay;7045;8.0;8.0;8.0;31;0.0;0.0;0;0;62.0;0;2014;7;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
2014-07;Resto América;30769;8.0;8.0;8.0;31;0.0;0.0;0;0;62.0;0;2014;7;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
2014-07;Resto De América;840;8.0;8.0;8.0;31;0.0;0.0;0;0;62.0;0;2014;7;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
2014-07;Resto Del Mundo;11059;8.0;8.0;8.0;31;0.0;0.0;0;0;62.0;0;2014;7;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
2014-07;Uruguay;34330;8.0;8.0;8.0;31;0.0;0.0;0;0;62.0;0;2014;7;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
2014-08;Bolivia;5679;8.0;8.0;8.0;31;0.0;0.0;0;0;63.0;0;2014;8;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1
2014-08;Brasil;82118;8.0;8.0;8.0;31;0.0;0.0;0;0;63.0;0;2014;8;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1
2014-08;Chile;24487;8.0;8.0;8.0;31;0.0;0.0;0;0;63.0;0;2014;8;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1
2014-08;Ee.Uu Y Canadá;17477;8.0;8.0;8.0;31;0.0;0.0;0;0;63.0;0;2014;8;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1
2014-08;Ee.Uu, Canadá Y México;985;8.0;8.0;8.0;31;0.0;0.0;0;0;63.0;0;2014;8;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1
2014-08;Europa;37242;8.0;8.0;8.0;31;0.0;0.0;0;0;63.0;0;2014;8;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1
2014-08;Europa Y Resto Del Mundo;536;8.0;8.0;8.0;31;0.0;0.0;0;0;63.0;0;2014;8;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1
2014-08;Paraguay;4975;8.0;8.0;8.0;31;0.0;0.0;0;0;63.0;0;2014;8;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1
2014-08;Resto América;35203;8.0;8.0;8.0;31;0.0;0.0;0;0;63.0;0;2014;8;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1
2014-08;Resto De América;840;8.0;8.0;8.0;31;0.0;0.0;0;0;63.0;0;2014;8;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1
2014-08;Resto Del Mundo;11077;8.0;8.0;8.0;31;0.0;0.0;0;0;63.0;0;2014;8;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1
2014-08;Uruguay;35776;8.0;8.0;8.0;31;0.0;0.0;0;0;63.0;0;2014;8;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1
2014-09;Bolivia;5796;8.0;8.0;8.0;30;0.0;0.0;0;0;66.0;0;2014;9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2014-09;Brasil;68102;8.0;8.0;8.0;30;0.0;0.0;0;0;66.0;0;2014;9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2014-09;Chile;26915;8.0;8.0;8.0;30;0.0;0.0;0;0;66.0;0;2014;9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2014-09;Ee.Uu Y Canadá;13568;8.0;8.0;8.0;30;0.0;0.0;0;0;66.0;0;2014;9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2014-09;Ee.Uu, Canadá Y México;985;8.0;8.0;8.0;30;0.0;0.0;0;0;66.0;0;2014;9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2014-09;Europa;31358;8.0;8.0;8.0;30;0.0;0.0;0;0;66.0;0;2014;9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2014-09;Europa Y Resto Del Mundo;536;8.0;8.0;8.0;30;0.0;0.0;0;0;66.0;0;2014;9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2014-09;Paraguay;2987;8.0;8.0;8.0;30;0.0;0.0;0;0;66.0;0;2014;9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2014-09;Resto América;34447;8.0;8.0;8.0;30;0.0;0.0;0;0;66.0;0;2014;9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2014-09;Resto De América;840;8.0;8.0;8.0;30;0.0;0.0;0;0;66.0;0;2014;9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2014-09;Resto Del Mundo;11641;8.0;8.0;8.0;30;0.0;0.0;0;0;66.0;0;2014;9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2014-09;Uruguay;36418;8.0;8.0;8.0;30;0.0;0.0;0;0;66.0;0;2014;9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2014-10;Bolivia;7433;8.23;8.0;9.0;31;1.0;12.5;0;0;64.0;0;2014;10;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2014-10;Brasil;66577;8.23;8.0;9.0;31;1.0;12.5;0;0;64.0;0;2014;10;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2014-10;Chile;23539;8.23;8.0;9.0;31;1.0;12.5;0;0;64.0;0;2014;10;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2014-10;Ee.Uu Y Canadá;17459;8.23;8.0;9.0;31;1.0;12.5;0;0;64.0;0;2014;10;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2014-10;Ee.Uu, Canadá Y México;747;8.23;8.0;9.0;31;1.0;12.5;0;0;64.0;0;2014;10;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2014-10;Europa;36963;8.23;8.0;9.0;31;1.0;12.5;0;0;64.0;0;2014;10;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2014-10;Europa Y Resto Del Mundo;541;8.23;8.0;9.0;31;1.0;12.5;0;0;64.0;0;2014;10;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2014-10;Paraguay;4018;8.23;8.0;9.0;31;1.0;12.5;0;0;64.0;0;2014;10;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2014-10;Resto América;41522;8.23;8.0;9.0;31;1.0;12.5;0;0;64.0;0;2014;10;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2014-10;Resto De América;820;8.23;8.0;9.0;31;1.0;12.5;0;0;64.0;0;2014;10;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2014-10;Resto Del Mundo;13607;8.23;8.0;9.0;31;1.0;12.5;0;0;64.0;0;2014;10;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2014-10;Uruguay;32946;8.23;8.0;9.0;31;1.0;12.5;0;0;64.0;0;2014;10;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2014-11;Bolivia;7181;9.0;9.0;9.0;30;0.0;0.0;0;0;65.0;0;2014;11;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2014-11;Brasil;61493;9.0;9.0;9.0;30;0.0;0.0;0;0;65.0;0;2014;11;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2014-11;Chile;24675;9.0;9.0;9.0;30;0.0;0.0;0;0;65.0;0;2014;11;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2014-11;Ee.Uu Y Canadá;23727;9.0;9.0;9.0;30;0.0;0.0;0;0;65.0;0;2014;11;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2014-11;Ee.Uu, Canadá Y México;747;9.0;9.0;9.0;30;0.0;0.0;0;0;65.0;0;2014;11;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2014-11;Europa;52023;9.0;9.0;9.0;30;0.0;0.0;0;0;65.0;0;2014;11;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2014-11;Europa Y Resto Del Mundo;541;9.0;9.0;9.0;30;0.0;0.0;0;0;65.0;0;2014;11;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2014-11;Paraguay;3114;9.0;9.0;9.0;30;0.0;0.0;0;0;65.0;0;2014;11;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2014-11;Resto América;40223;9.0;9.0;9.0;30;0.0;0.0;0;0;65.0;0;2014;11;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2014-11;Resto De América;820;9.0;9.0;9.0;30;0.0;0.0;0;0;65.0;0;2014;11;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2014-11;Resto Del Mundo;12778;9.0;9.0;9.0;30;0.0;0.0;0;0;65.0;0;2014;11;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2014-11;Uruguay;31634;9.0;9.0;9.0;30;0.0;0.0;0;0;65.0;0;2014;11;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2014-12;Bolivia;8386;9.0;9.0;9.0;31;0.0;0.0;0;0;67.0;0;2014;12;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
2014-12;Brasil;55477;9.0;9.0;9.0;31;0.0;0.0;0;0;67.0;0;2014;12;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
2014-12;Chile;19234;9.0;9.0;9.0;31;0.0;0.0;0;0;67.0;0;2014;12;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
2014-12;Ee.Uu Y Canadá;23657;9.0;9.0;9.0;31;0.0;0.0;0;0;67.0;0;2014;12;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
2014-12;Ee.Uu, Canadá Y México;747;9.0;9.0;9.0;31;0.0;0.0;0;0;67.0;0;2014;12;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
2014-12;Europa;56081;9.0;9.0;9.0;31;0.0;0.0;0;0;67.0;0;2014;12;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
2014-12;Europa Y Resto Del Mundo;541;9.0;9.0;9.0;31;0.0;0.0;0;0;67.0;0;2014;12;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
2014-12;Paraguay;4028;9.0;9.0;9.0;31;0.0;0.0;0;0;67.0;0;2014;12;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
2014-12;Resto América;51836;9.0;9.0;9.0;31;0.0;0.0;0;0;67.0;0;2014;12;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
2014-12;Resto De América;820;9.0;9.0;9.0;31;0.0;0.0;0;0;67.0;0;2014;12;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
2014-12;Resto Del Mundo;15945;9.0;9.0;9.0;31;0.0;0.0;0;0;67.0;0;2014;12;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
2014-12;Uruguay;30631;9.0;9.0;9.0;31;0.0;0.0;0;0;67.0;0;2014;12;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
2015-01;Bolivia;8830;9.0;9.0;9.0;31;0.0;0.0;0;0;71.0;0;2015;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2015-01;Brasil;66461;9.0;9.0;9.0;31;0.0;0.0;0;0;71.0;0;2015;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2015-01;Chile;17034;9.0;9.0;9.0;31;0.0;0.0;0;0;71.0;0;2015;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2015-01;Ee.Uu Y Canadá;32799;9.0;9.0;9.0;31;0.0;0.0;0;0;71.0;0;2015;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2015-01;Ee.Uu, Canadá Y México;885;9.0;9.0;9.0;31;0.0;0.0;0;0;71.0;0;2015;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2015-01;Europa;70854;9.0;9.0;9.0;31;0.0;0.0;0;0;71.0;0;2015;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2015-01;Europa Y Resto Del Mundo;614;9.0;9.0;9.0;31;0.0;0.0;0;0;71.0;0;2015;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2015-01;Paraguay;3143;9.0;9.0;9.0;31;0.0;0.0;0;0;71.0;0;2015;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2015-01;Resto América;38575;9.0;9.0;9.0;31;0.0;0.0;0;0;71.0;0;2015;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2015-01;Resto De América;580;9.0;9.0;9.0;31;0.0;0.0;0;0;71.0;0;2015;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2015-01;Resto Del Mundo;18284;9.0;9.0;9.0;31;0.0;0.0;0;0;71.0;0;2015;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2015-01;Uruguay;17725;9.0;9.0;9.0;31;0.0;0.0;0;0;71.0;0;2015;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2015-02;Bolivia;5338;9.0;9.0;9.0;28;0.0;0.0;0;0;73.0;0;2015;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1
2015-02;Brasil;42436;9.0;9.0;9.0;28;0.0;0.0;0;0;73.0;0;2015;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1
2015-02;Chile;22310;9.0;9.0;9.0;28;0.0;0.0;0;0;73.0;0;2015;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1
2015-02;Ee.Uu Y Canadá;23326;9.0;9.0;9.0;28;0.0;0.0;0;0;73.0;0;2015;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1
2015-02;Ee.Uu, Canadá Y México;885;9.0;9.0;9.0;28;0.0;0.0;0;0;73.0;0;2015;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1
2015-02;Europa;51547;9.0;9.0;9.0;28;0.0;0.0;0;0;73.0;0;2015;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1
2015-02;Europa Y Resto Del Mundo;614;9.0;9.0;9.0;28;0.0;0.0;0;0;73.0;0;2015;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1
2015-02;Paraguay;3039;9.0;9.0;9.0;28;0.0;0.0;0;0;73.0;0;2015;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1
2015-02;Resto América;27255;9.0;9.0;9.0;28;0.0;0.0;0;0;73.0;0;2015;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1
2015-02;Resto De América;580;9.0;9.0;9.0;28;0.0;0.0;0;0;73.0;0;2015;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1
2015-02;Resto Del Mundo;15546;9.0;9.0;9.0;28;0.0;0.0;0;0;73.0;0;2015;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1
2015-02;Uruguay;18167;9.0;9.0;9.0;28;0.0;0.0;0;0;73.0;0;2015;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1
2015-03;Bolivia;5360;9.0;9.0;9.0;31;0.0;0.0;0;0;69.0;0;2015;3;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1
2015-03;Brasil;39155;9.0;9.0;9.0;31;0.0;0.0;0;0;69.0;0;2015;3;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1
2015-03;Chile;19164;9.0;9.0;9.0;31;0.0;0.0;0;0;69.0;0;2015;3;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1
